nohup: ignoring input
recordNumber	formula	score	imagePath	when
21	( subst ( A2 ( - ( * ( conj ( A2 ( imin x_k ( exp ( / ( exp ( / ( / x_iy ( * ( isin ( - ( iexp ( / x_iy_jx_ky ( / x_k ( / x_iy_jx_ky k ) ) ) ) ( floor ( exp ( - ( subst ( * k y_k ) ( A1 y x_iy ) ) ( rolR ( rolR 1 ) ) ) ) ) ) ) x_iy_jx_ky ) ) x_iy_jx_ky ) ) ( * y ( ilog ( + ( mod ( A1 x_iy 1 ) ( + i ( - ( isin ( inv x_iy_jx_ky ) ) ( * y ( ilog ( + ( rolL x_iy_jx_ky ) ( mod ( mod ( exp ( exp ( iexp ( rolR x_iy_jx_ky ) ) ) ) ( floor ( inv x_iy_jx_ky ) ) ) ( / x_iy_jx_ky k ) ) ) ) ) ) ) ) j ) ) ) ) ) ) x_iy ) ) ( + x_iy ( exp ( / ( / x_k ( / x_iy_jx_ky k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ( * y ( ilog ( + ( mod ( isin golden ) ( + i ( - ( isin ( inv x_iy_jx_ky ) ) ( * y ( ilog ( + ( mod ( iexp ( + ( mod ( iexp ( conj golden ) ) ( / ( / x_k ( imax k ( conj ( iexp x_iy ) ) ) ) j ) ) k ) ) ( + i ( / x_iy_jx_ky ( inv x_iy_jx_ky ) ) ) ) j ) ) ) ) ) ) j ) ) ) ) ( + ( mod ( iexp ( normalize x_iy ) ) ( + i ( / x_iy_jx_ky ( inv x_iy_jx_ky ) ) ) ) j ) ) ( imin ( exp ( iexp ( isin ( * ( / ( - ( * ( rolL ( exp ( / x_iy_jx_ky ( rolR x_iy_jx_ky ) ) ) ) ( iexp ( conj golden ) ) ) ( conj ( A2 x_k ( iexp x ) ) ) ) ( conj ( isin ( / j ( / x_iy_jx_ky ( + ( mod ( rolR golden ) x_iy ) x_k ) ) ) ) ) ) k ) ) ) ) ( conj ( imin ( isin ( inv ( A1 ( orth2 ( inv ( floor j ) ) ( exp ( A1 j i ) ) ) ( A2 ( orth2 ( floor y_k ) ( imax x_iy i ) ) ( floor y_k ) ) ) ) ) ( subst ( inv ( ilog ( ilog ( A1 ( rolR ( / std k ) ) ( imax j x_k ) ) ) ) ) ( orth2 ( + ( / ( imax ( imin k j ) ( * golden x_iy_jx_ky ) ) ( + ( orth1 y golden ) ( floor y ) ) ) ( + ( conj x_iy ) ( rolR ( iexp std ) ) ) ) x ) ) ) ) ) )	0.437810152769	/home/ubuntu/caffe/examples/picR000021.png	Mon Jun 22 03:10:51 UTC 2015
22	( subst ( A2 ( - ( subst ( conj ( A2 ( imin x_k ( exp ( / ( exp ( / ( / x_k ( * ( + ( mod ( rolR x_iy_jx_ky ) ( + ( + ( / ( imax ( imin k j ) ( * golden x_iy_jx_ky ) ) ( + ( orth1 y golden ) ( floor y ) ) ) ( + ( conj x_iy ) ( rolR ( iexp std ) ) ) ) ( / x_iy_jx_ky ( / x_k ( / x_iy_jx_ky k ) ) ) ) ) ( conj ( rolR ( rolL ( normalize ( conj j ) ) ) ) ) ) x_iy_jx_ky ) ) ( mod ( iexp ( + ( mod ( iexp ( conj ( imax ( + ( mod ( conj y ) x_iy ) x_k ) ( exp ( isin x ) ) ) ) ) ( / x_iy k ) ) k ) ) ( + i ( exp ( / ( / x_k ( / x_iy_jx_ky k ) ) ( / ( rolR x_k ) j ) ) ) ) ) ) ) ( * y ( ilog ( + ( mod ( A1 ( rolR golden ) 1 ) ( + i ( - ( isin ( inv x_iy_jx_ky ) ) ( * golden ( isin ( + y ( mod ( mod ( exp ( exp ( iexp ( conj ( ilog x_iy_jx_ky ) ) ) ) ) ( isin ( inv x_iy_jx_ky ) ) ) ( / x_iy_jx_ky k ) ) ) ) ) ) ) ) j ) ) ) ) ) ) x_iy ) ) ( + x_iy ( exp ( / ( / x_k ( / ( rolR x_iy_jx_ky ) k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ( * i ( ilog ( + ( mod ( A1 x_iy 1 ) j ) j ) ) ) ) ( orth1 ( mod ( iexp ( normalize x_iy ) ) ( + i ( / x_iy_jx_ky ( inv x_iy_jx_ky ) ) ) ) j ) ) ( ilog ( imax ( + ( mod ( rolR golden ) x_iy ) x_iy ) ( exp ( normp x ) ) ) ) )	0.48507891037	/home/ubuntu/caffe/examples/picR000022.png	Mon Jun 22 03:26:00 UTC 2015
23	( subst ( A2 ( - ( subst ( conj ( A2 ( imin x_k ( exp ( / ( exp ( / ( / x_k ( * ( + ( mod ( rolR x_iy_jx_ky ) ( + ( + ( / ( imax ( imin k j ) ( * golden x_iy_jx_ky ) ) ( + ( orth1 y golden ) ( floor y ) ) ) ( + ( conj x_iy ) ( rolR ( iexp std ) ) ) ) ( / x_iy_jx_ky ( / x_k ( / x_iy_jx_ky k ) ) ) ) ) ( conj ( rolR ( rolL ( normalize ( conj j ) ) ) ) ) ) x_iy_jx_ky ) ) ( mod ( iexp ( + ( mod ( iexp ( conj x_iy ) ) ( / x_iy k ) ) k ) ) ( + i ( exp ( / ( / x_k ( / x_iy_jx_ky k ) ) ( / ( rolR x_k ) j ) ) ) ) ) ) ) ( * y ( ilog ( + ( mod ( A1 ( rolR golden ) 1 ) ( + i ( - ( isin ( inv x_iy_jx_ky ) ) ( * golden ( isin ( + y ( mod ( mod ( exp ( exp ( iexp ( conj ( ilog x_iy_jx_ky ) ) ) ) ) ( isin ( inv x_iy_jx_ky ) ) ) ( / x_iy_jx_ky k ) ) ) ) ) ) ) ) j ) ) ) ) ) ) x_iy ) ) ( + x_iy ( exp ( / ( / x_k ( / ( rolR x_iy_jx_ky ) k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ( * i ( ilog ( + ( imin ( A1 x_iy 1 ) j ) j ) ) ) ) ( orth1 ( mod ( iexp ( normalize x_iy ) ) ( + i ( / x_iy_jx_ky ( inv x_iy_jx_ky ) ) ) ) j ) ) ( ilog ( imax ( + ( mod ( rolR golden ) x_iy ) x_iy ) ( exp ( normp x ) ) ) ) )	0.649762552993	/home/ubuntu/caffe/examples/picR000023.png	Mon Jun 22 03:40:32 UTC 2015
24	( subst ( A2 ( - ( subst ( conj ( A2 ( imin x_k ( exp ( / ( exp ( / ( / x_k ( * ( + ( mod ( rolR x_iy_jx_ky ) ( + ( + ( / ( imax ( imin k j ) ( * golden x_iy_jx_ky ) ) ( + ( orth1 y golden ) ( floor y ) ) ) ( + ( conj x_iy ) ( rolR ( iexp std ) ) ) ) ( / x_iy_jx_ky ( / x_k ( / x_iy_jx_ky k ) ) ) ) ) ( conj ( rolR ( rolL ( normalize ( conj j ) ) ) ) ) ) x_iy_jx_ky ) ) ( mod ( iexp ( + ( mod ( iexp ( conj x_iy ) ) ( / x_iy k ) ) x_iy_jx_ky ) ) ( + i ( exp ( / ( / x_k ( / x_iy_jx_ky k ) ) ( / ( rolR y ) j ) ) ) ) ) ) ) ( * y ( ilog ( + ( mod ( A1 ( rolR y ) 1 ) ( + i ( - ( isin ( inv x_iy_jx_ky ) ) ( * golden ( isin ( + y ( mod ( mod ( exp ( exp ( iexp ( conj ( ilog x_iy_jx_ky ) ) ) ) ) ( isin ( inv x_iy_jx_ky ) ) ) ( / golden k ) ) ) ) ) ) ) ) j ) ) ) ) ) ) x_iy ) ) ( + x_iy ( exp ( / ( / x_k ( / ( rolR x_iy_jx_ky ) k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ( * i ( ilog ( + ( imin ( A1 x_iy 1 ) j ) j ) ) ) ) ( orth1 ( mod ( iexp ( normalize x_iy ) ) ( + i ( / x_iy_jx_ky ( inv x_iy_jx_ky ) ) ) ) j ) ) ( ilog ( imax ( + ( mod ( rolR golden ) x_iy ) x_iy ) ( exp ( normp x ) ) ) ) )	0.676463328267	/home/ubuntu/caffe/examples/picR000024.png	Mon Jun 22 04:26:16 UTC 2015
25	( subst ( A2 ( - ( subst ( conj ( A2 ( imin x_k ( exp ( / ( exp ( / ( / x_k ( * ( + ( mod ( rolR x_iy_jx_ky ) ( + ( + ( / ( subst ( imin k j ) ( * golden x_iy_jx_ky ) ) ( + ( orth1 y golden ) ( floor y ) ) ) ( + ( conj x_iy ) ( rolR ( iexp std ) ) ) ) golden ) ) ( conj ( rolR ( rolL ( normalize ( conj j ) ) ) ) ) ) x_iy_jx_ky ) ) ( mod ( iexp ( + ( mod ( iexp ( conj ( imax ( + ( mod ( conj y ) x_iy ) x_k ) x_iy_jx_ky ) ) ) ( / x_iy k ) ) k ) ) ( + i ( exp ( / ( / x_k ( / x_iy_jx_ky k ) ) ( / ( rolR j ) j ) ) ) ) ) ) ) ( * y ( ilog ( + ( mod ( A1 ( rolR golden ) 1 ) ( + i ( - ( isin ( inv x_iy_jx_ky ) ) ( * golden ( isin ( + y ( mod ( mod ( exp ( exp ( iexp ( conj ( ilog x_iy_jx_ky ) ) ) ) ) ( isin ( inv x_iy_jx_ky ) ) ) ( / golden k ) ) ) ) ) ) ) ) j ) ) ) ) ) ) x_iy ) ) ( + x_iy ( exp ( / ( / x_k ( / ( rolR x_iy_jx_ky ) k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ( * i ( ilog ( + ( mod ( A1 x_iy 1 ) j ) j ) ) ) ) ( orth1 ( mod ( iexp ( normalize x_iy ) ) ( + i ( / x_iy_jx_ky ( inv x_iy_jx_ky ) ) ) ) j ) ) ( ilog ( imax ( + ( mod ( rolR golden ) x_iy ) x_iy ) ( exp ( floor y_k ) ) ) ) )	0.700251113353	/home/ubuntu/caffe/examples/picR000025.png	Mon Jun 22 04:28:24 UTC 2015
26	( subst ( A2 ( - ( subst ( conj ( A2 ( imin x_k ( exp ( / ( exp ( / ( / x_k ( * ( + ( mod ( rolR x_iy_jx_ky ) ( * x_iy_jx_ky ( ilog ( + ( mod ( iexp ( + ( subst ( iexp ( conj x_iy_jx_ky ) ) ( / ( rolR ( conj x_iy ) ) k ) ) x_k ) ) ( isin ( * golden k ) ) ) ( mod ( * ( * ( * ( rolR x_iy_jx_ky ) ( / x_iy_jx_ky ( rolR x_k ) ) ) j ) ( rolR x_iy_jx_ky ) ) ( / x_iy_jx_ky ( normp x ) ) ) ) ) ) ) ( conj ( rolR ( rolL ( normalize ( conj j ) ) ) ) ) ) x_iy_jx_ky ) ) ( iexp ( conj golden ) ) ) ) ( * y ( ilog ( + ( mod ( A1 x_iy 1 ) ( + i ( / x_iy_jx_ky k ) ) ) j ) ) ) ) ) ) x_iy ) ) ( + x_iy ( exp ( / ( / x_iy ( / ( rolR x_iy_jx_ky ) k ) ) ( / ( rolR x_iy ) j ) ) ) ) ) ( * i ( ilog ( + ( mod ( A1 x_iy 1 ) j ) j ) ) ) ) ( orth1 ( mod ( iexp ( normalize x_iy ) ) ( + i ( / x_iy_jx_ky ( inv x_iy_jx_ky ) ) ) ) j ) ) ( ilog ( imax ( + ( mod ( conj y ) x_iy ) x_k ) ( exp ( normp x ) ) ) ) )	0.842075670066	/home/ubuntu/caffe/examples/picR000026.png	Mon Jun 22 04:37:21 UTC 2015
27	( subst ( A2 ( - ( subst ( conj ( A2 ( imin x_k ( exp ( / ( exp ( / ( / x_k ( * ( + ( mod ( rolR x_iy_jx_ky ) ( + ( + ( / ( imax ( imin k j ) ( * golden x_iy_jx_ky ) ) ( + ( A1 j ( * ( * x_iy ( / x_iy ( A1 ( rolR x_iy_jx_ky ) y_k ) ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ( floor y ) ) ) ( + ( conj x_iy ) ( rolR ( iexp std ) ) ) ) ( / x_iy_jx_ky x_k ) ) ) ( conj ( rolR ( rolL ( normalize ( conj ( / ( / x_k ( / x_iy_jx_ky k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ) ) ) x_iy_jx_ky ) ) ( mod ( iexp ( + ( mod ( iexp ( conj x_iy ) ) ( / x_iy k ) ) k ) ) ( + i ( exp ( / ( / x_k ( / x_iy_jx_ky k ) ) ( + ( mod ( A1 ( rolR std ) 1 ) ( + i ( - ( isin ( rolL x_iy_jx_ky ) ) ( * golden ( isin ( + y ( mod ( mod ( exp ( exp ( iexp ( conj ( ilog x_iy_jx_ky ) ) ) ) ) ( isin ( inv x_iy_jx_ky ) ) ) ( / y_k k ) ) ) ) ) ) ) ) ( / ( / x_iy ( * ( isin ( - ( iexp ( / x_iy_jx_ky ( / x_k ( / x_iy_jx_ky k ) ) ) ) ( floor ( iexp ( - ( iexp ( normalize x_iy ) ) x_iy_jx_ky ) ) ) ) ) x_iy_jx_ky ) ) x_iy_jx_ky ) ) ) ) ) ) ) ) ( exp ( / ( - ( A2 ( / ( * ( isin golden ) y_k ) ( imax k ( - ( * ( conj ( + x_iy ( exp ( - ( * ( * ( conj ( / x_k ( / x_iy_jx_ky j ) ) ) ( + x_iy ( ilog ( exp ( / golden ( exp ( iexp ( isin x_iy ) ) ) ) ) ) ) ) j ) ( / x_k ( imin x_k ( / x_k ( / x_iy_jx_ky k ) ) ) ) ) ) ) ) ( conj ( / x_k ( + x_iy ( iexp ( conj golden ) ) ) ) ) ) j ) ) ) ( iexp ( conj golden ) ) ) j ) ( iexp ( conj ( A2 ( imin x_k x_iy_jx_ky ) x_iy ) ) ) ) ) ) ) ) x_iy ) ) ( + x_iy ( exp ( / ( / x_k ( / ( rolR x_iy_jx_ky ) k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ( * i ( ilog ( + ( imin ( A1 x_iy 1 ) j ) j ) ) ) ) ( orth1 ( mod ( iexp ( normalize x_iy ) ) ( + i ( / x_iy_jx_ky ( inv x_iy_jx_ky ) ) ) ) j ) ) ( ilog ( imax ( + ( mod ( rolR golden ) x_iy ) x_iy ) ( exp ( normp x ) ) ) ) )	0.911373679449	/home/ubuntu/caffe/examples/picR000027.png	Mon Jun 22 05:02:57 UTC 2015
28	( subst ( A2 ( - ( subst ( conj ( A2 ( imin x_k ( exp ( / ( exp ( / ( / x_k ( * ( + ( mod ( rolR x_iy_jx_ky ) ( + ( + ( / ( imax ( imin k j ) ( * golden x_iy_jx_ky ) ) ( + ( A1 j ( * ( * x_iy ( / x_iy ( A1 ( rolR x_iy_jx_ky ) y_k ) ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ( floor y ) ) ) ( + ( conj x_iy ) ( rolR ( iexp std ) ) ) ) ( / x_iy_jx_ky x_k ) ) ) ( conj ( rolR ( rolL ( normalize ( conj ( / ( / x_k ( / x_iy_jx_ky k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ) ) ) x_iy_jx_ky ) ) ( mod ( iexp ( + ( mod ( iexp ( conj x_iy ) ) ( / x_iy k ) ) k ) ) ( + i ( exp ( / x_iy ( + ( mod ( A1 ( rolR std ) 1 ) ( + i ( - ( isin ( rolL x_iy_jx_ky ) ) ( * golden ( isin ( + y ( mod ( mod ( exp ( exp ( iexp ( conj ( ilog x_iy_jx_ky ) ) ) ) ) ( isin ( inv x_iy_jx_ky ) ) ) ( / y_k k ) ) ) ) ) ) ) ) ( / ( / x_iy ( * ( isin ( - ( iexp ( / x_iy_jx_ky ( / x_k ( / x_iy_jx_ky k ) ) ) ) ( floor ( iexp ( - ( subst ( * k y_k ) ( A1 y x_iy ) ) x_iy_jx_ky ) ) ) ) ) x_iy_jx_ky ) ) x_iy_jx_ky ) ) ) ) ) ) ) ) ( exp ( / ( - ( A2 ( / ( * ( isin golden ) y_k ) ( imax k ( - ( * ( conj ( + x_iy ( exp ( - ( * ( * ( conj ( / x_k ( / x_iy_jx_ky j ) ) ) ( + x_iy ( ilog ( exp ( / golden ( exp ( iexp ( isin x_iy ) ) ) ) ) ) ) ) j ) ( / x_k ( imin x_k ( / x_k ( / x_iy_jx_ky k ) ) ) ) ) ) ) ) ( conj ( / x_k ( + x_iy ( iexp ( conj golden ) ) ) ) ) ) j ) ) ) ( iexp ( conj golden ) ) ) j ) ( iexp ( conj ( A2 ( imin x_k x_iy_jx_ky ) x_iy ) ) ) ) ) ) ) ) x_iy ) ) ( + x_iy ( exp ( / ( / x_k ( / ( rolR x_iy_jx_ky ) k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ( * i ( ilog ( + ( imin ( A1 x_iy 1 ) j ) j ) ) ) ) ( orth1 ( mod ( iexp ( normalize x_iy ) ) ( + i ( / x_iy_jx_ky ( inv x_iy_jx_ky ) ) ) ) j ) ) ( ilog ( imax ( + ( mod ( rolR golden ) x_iy ) x_iy ) ( exp ( normp x ) ) ) ) )	0.934904928218	/home/ubuntu/caffe/examples/picR000028.png	Mon Jun 22 05:24:57 UTC 2015
29	( subst ( A2 ( - ( subst ( conj ( A2 ( imin x_k ( exp ( / ( exp ( / ( / x_k ( * ( + ( mod ( rolR x_iy_jx_ky ) ( + ( + ( / ( imax ( imin k j ) ( * golden x_iy_jx_ky ) ) ( + ( A1 j ( * ( * x_iy ( / x_iy ( A1 ( rolR x_iy_jx_ky ) y_k ) ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ( floor y ) ) ) ( + ( conj x_iy ) ( rolR ( iexp std ) ) ) ) ( / x_iy_jx_ky x_k ) ) ) ( conj ( rolR ( rolL ( normalize ( conj ( / ( / x_k ( / x_iy_jx_ky k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ) ) ) x_iy_jx_ky ) ) ( mod ( iexp ( + ( mod ( iexp ( conj x_iy ) ) ( / x_iy k ) ) k ) ) ( + i ( exp ( / ( / x_k ( / x_iy_jx_ky k ) ) ( + ( mod ( A1 ( rolR std ) 1 ) ( + i ( - ( isin ( rolL x_iy_jx_ky ) ) ( * golden ( isin ( + y ( mod ( mod ( exp ( exp ( iexp ( conj ( ilog x_iy_jx_ky ) ) ) ) ) ( isin ( inv x_iy_jx_ky ) ) ) ( / y_k k ) ) ) ) ) ) ) ) ( / ( / x_iy ( rolR 1 ) ) x_iy_jx_ky ) ) ) ) ) ) ) ) ( exp ( / ( - ( A2 ( / ( * ( isin golden ) y_k ) ( imax k ( - ( * ( conj ( + x_iy ( exp ( - ( * ( * ( conj ( / x_k ( / x_iy_jx_ky j ) ) ) ( + x_iy ( ilog ( exp ( / golden ( exp ( iexp ( isin x_iy ) ) ) ) ) ) ) ) j ) ( / x_k ( imin x_k ( / x_k ( / x_iy_jx_ky k ) ) ) ) ) ) ) ) ( conj ( / x_k ( + x_iy ( iexp ( conj golden ) ) ) ) ) ) j ) ) ) ( iexp ( conj golden ) ) ) j ) ( iexp ( conj ( A2 ( imin x_k x_iy_jx_ky ) x_iy ) ) ) ) ) ) ) ) x_iy ) ) ( + x_iy ( exp ( / ( / x_k ( / ( rolR x_iy_jx_ky ) k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ( * i ( ilog ( + ( imin ( A1 x_iy 1 ) j ) j ) ) ) ) ( orth1 ( mod ( iexp ( normalize x_iy ) ) ( + i ( / x_iy_jx_ky ( inv x_iy_jx_ky ) ) ) ) j ) ) ( ilog ( imax ( + ( mod ( rolR golden ) x_iy ) x_iy ) ( exp ( normp x ) ) ) ) )	0.947361351315	/home/ubuntu/caffe/examples/picR000029.png	Mon Jun 22 05:32:27 UTC 2015
30	( subst ( A2 ( - ( subst ( conj ( A2 ( imin x_k ( exp ( / ( exp ( / ( / x_k ( * ( + ( mod ( rolR x_iy_jx_ky ) ( + ( + ( / ( imax ( imin k j ) ( * golden x_iy_jx_ky ) ) ( + ( A1 j ( * ( * x_iy ( / x_iy ( A1 ( rolR x_iy_jx_ky ) y_k ) ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ( floor y ) ) ) ( + ( conj x_iy ) ( rolR ( iexp std ) ) ) ) ( / x_iy_jx_ky x_k ) ) ) ( conj ( rolR ( rolL ( normalize ( conj ( / ( / x_k ( / x_iy_jx_ky k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ) ) ) x_iy_jx_ky ) ) ( mod ( iexp ( + ( mod ( iexp ( conj x_iy ) ) ( / x_iy k ) ) k ) ) ( + i ( exp ( / x_iy ( + ( mod ( A1 ( rolR std ) 1 ) ( + i ( - ( isin ( rolL x_iy_jx_ky ) ) ( * golden ( isin ( + y ( mod ( mod ( exp ( exp ( iexp ( conj ( ilog x_iy_jx_ky ) ) ) ) ) ( isin ( inv x_iy_jx_ky ) ) ) ( / y_k k ) ) ) ) ) ) ) ) ( / ( / x_iy ( * ( isin ( - ( iexp ( / x_iy_jx_ky ( / x_k ( / x_iy_jx_ky k ) ) ) ) ( floor ( iexp ( - ( subst ( - ( iexp ( / x_iy_jx_ky ( / i ( / x_iy_jx_ky k ) ) ) ) ( floor ( exp ( - ( subst ( * k y_k ) ( A1 y x_iy ) ) x_iy_jx_ky ) ) ) ) ( A1 y x_iy ) ) x_iy_jx_ky ) ) ) ) ) x_iy_jx_ky ) ) x_iy_jx_ky ) ) ) ) ) ) ) ) ( exp ( / ( - ( A2 ( / ( * ( isin golden ) y_k ) ( imax k ( - ( * ( conj ( + x_iy ( exp ( - ( * ( * ( conj ( / x_k ( / x_iy_jx_ky j ) ) ) ( + x_iy ( ilog ( exp ( / golden ( exp ( iexp ( isin x_iy ) ) ) ) ) ) ) ) j ) ( / x_k ( imin x_k ( / x_k ( / x_iy_jx_ky k ) ) ) ) ) ) ) ) ( conj ( / x_k ( + x_iy ( iexp ( conj golden ) ) ) ) ) ) j ) ) ) ( iexp ( conj golden ) ) ) j ) ( iexp ( conj ( A2 ( imin x_k x_iy_jx_ky ) x_iy ) ) ) ) ) ) ) ) x_iy ) ) ( + x_iy ( exp ( / ( / x_k ( / ( rolR x_iy_jx_ky ) k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ( * i ( ilog ( + ( imin ( A1 x_iy 1 ) j ) j ) ) ) ) ( orth1 ( mod ( iexp ( normalize x_iy ) ) ( + i ( / x_iy_jx_ky ( inv x_iy_jx_ky ) ) ) ) j ) ) ( ilog ( imax ( + ( mod ( rolR golden ) x_iy ) x_iy ) ( exp ( normp x ) ) ) ) )	0.951314545587	/home/ubuntu/caffe/examples/picR000030.png	Mon Jun 22 06:04:02 UTC 2015
31	( subst ( A2 ( - ( subst ( conj ( A2 ( imin x_k ( exp ( / ( exp ( / ( / x_k ( * ( + ( mod ( rolR x_iy_jx_ky ) ( + ( + ( / ( imax ( imin k j ) ( * golden x_iy_jx_ky ) ) ( + ( A1 j ( * ( * x_iy ( / x_iy ( A1 ( rolR x_iy_jx_ky ) y_k ) ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ( floor y ) ) ) ( + ( conj x_iy ) ( rolR ( iexp std ) ) ) ) ( / x_iy_jx_ky ( / x_iy_jx_ky k ) ) ) ) ( conj ( rolR ( rolL ( normalize ( conj ( / ( / x_k ( / x_iy_jx_ky k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ) ) ) x_iy_jx_ky ) ) ( mod ( iexp ( + ( mod ( iexp ( conj x_iy ) ) ( / x_iy k ) ) k ) ) ( + i ( exp ( / x_iy ( + ( mod ( A1 ( rolR std ) 1 ) ( + i ( - ( isin ( rolL x_iy_jx_ky ) ) ( * golden ( isin ( + y ( mod ( mod ( exp ( exp ( iexp ( conj ( ilog x_iy_jx_ky ) ) ) ) ) ( isin ( inv x_iy_jx_ky ) ) ) ( / y_k k ) ) ) ) ) ) ) ) ( / ( / x_iy ( * ( isin ( - ( iexp ( / x_iy_jx_ky ( / x_k ( / x_iy_jx_ky k ) ) ) ) ( floor ( iexp ( - ( subst ( - ( iexp ( / x_iy_jx_ky ( / i ( / x_iy_jx_ky k ) ) ) ) ( floor ( exp ( - ( subst ( * k y_k ) ( A1 y ( rolL ( normalize ( conj j ) ) ) ) ) x_iy_jx_ky ) ) ) ) ( A1 y x_iy ) ) x_iy_jx_ky ) ) ) ) ) x_iy_jx_ky ) ) x_iy_jx_ky ) ) ) ) ) ) ) ) ( exp ( / ( - ( A2 ( / ( * ( isin golden ) y_k ) ( imax k ( - ( * ( conj ( + x_iy ( exp ( - ( * ( * ( conj ( / x_k ( / x_iy_jx_ky j ) ) ) ( + x_iy ( ilog ( exp ( / golden ( exp ( iexp ( isin x_iy ) ) ) ) ) ) ) ) j ) ( / x_k ( imin x_k ( / x_k ( / x_iy_jx_ky k ) ) ) ) ) ) ) ) ( conj ( / x_k ( + x_iy ( iexp ( conj golden ) ) ) ) ) ) j ) ) ) ( iexp ( conj golden ) ) ) j ) ( iexp ( conj ( A2 ( imin x_k x_iy_jx_ky ) x_iy ) ) ) ) ) ) ) ) x_iy ) ) ( + x_iy ( exp ( / ( / x_k ( / ( rolR x_iy_jx_ky ) k ) ) ( / ( rolR x_iy_jx_ky ) j ) ) ) ) ) ( * i ( ilog ( + ( imin ( A1 x_iy 1 ) j ) j ) ) ) ) ( orth1 ( mod ( iexp ( normalize x_iy ) ) ( + i ( / x_iy_jx_ky ( inv x_iy_jx_ky ) ) ) ) j ) ) ( ilog ( imax ( + ( mod ( rolR golden ) x_iy ) x_iy ) ( exp ( normp x ) ) ) ) )	0.9540931775	/home/ubuntu/caffe/examples/picR000031.png	Mon Jun 22 06:55:20 UTC 2015
